year,score,votes,budget,gross,runtime
1988,6.3,5800,19000000.0,25816.139,127
1988,7.0,9800,3700000.0,1145.404,87
1988,5.9,3600,,540.0,102
1988,5.1,8800,,15122.324,86
1988,5.9,4500,,17514.553,90
1988,6.2,4200,6000000.0,960.04,102
1988,5.8,3100,,401.421,94
1988,5.5,14000,4500000.0,3813.293,86
1988,6.0,7200,5000000.0,3588.626,86
1988,7.3,13000,4000000.0,3468.572,110
1988,4.9,3400,,8253.123,92
1988,7.7,17000,,31753.898,96
1988,6.9,6000,22000000.0,13825.794,117
1988,5.7,4400,,2567.099,93
1988,5.9,9300,,13664.06,98
1988,5.1,1700,14000000.0,6640.3460000000005,105
1988,6.5,8300,,3966.256,105
1988,5.0,3800,,12277.096,97
1988,5.9,3000,1000000.0,,97
1988,7.2,12000,9000000.0,2181.286,161
1988,6.7,4200,,7467.504,98
1988,8.0,8800,,2080.7580000000003,113
1988,5.2,8500,,11536.599,91
1988,5.9,8200,15000000.0,21042.667,128
1988,6.6,2400,,13687.027,99
1988,6.2,5300,,10815.378,89
1988,4.3,1800,,717.376,100
1988,7.4,4800,,1192.3220000000001,108
1988,6.0,5100,15000000.0,1733.07,98
1988,7.3,6400,,3331.297,175
1988,7.7,6800,,4870.903,120
1988,5.7,3900,18000000.0,1883.8110000000001,99
1988,6.0,1200,,,88
1988,6.2,9700,,12706.478000000001,96
1988,4.9,6000,,6193.901,103
1988,5.2,8400,16000000.0,4192.4400000000005,105
1988,7.2,8300,,424.773,118
1988,5.4,4000,,940.173,91
1988,6.6,1800,3000000.0,187.34900000000002,99
1988,5.0,1700,,6337.299,102
1988,4.9,2200,210000.0,,81
1988,5.8,497,,7721.852,104
1988,5.8,3600,7000000.0,5979.011,95
1988,4.6,6100,,14681.192000000001,113
1988,5.5,2600,,3074.681,91
1988,5.7,994,12000000.0,3965.6040000000003,105
1988,7.3,3100,,2319.801,105
1988,5.8,4800,19000000.0,11005.304,97
1988,7.0,9800,,8539.181,107
1988,5.6,3600,4000000.0,9797.098,80
1988,7.3,13000,10000000.0,1562.749,81
1988,6.7,5500,,241.278,92
1988,5.7,3900,16000000.0,4594.452,102
1988,6.4,4800,3000000.0,1984.315,110
1988,5.4,2300,6000000.0,40.397,91
1988,6.2,3800,4000000.0,1791.328,93
1988,5.4,1200,,,93
1988,5.9,3500,18000000.0,9129.999,105
1988,5.7,1300,,188.964,108
1988,6.7,5700,,8674.093,124
1988,6.9,3900,4000000.0,16262.415,97
1988,7.0,3400,,3527.886,100
1988,5.5,997,,2432.536,108
1988,4.4,3100,,6436.211,83
1988,6.0,3000,6000000.0,10068.039,97
1988,5.1,4900,,2955.917,92
1988,6.8,1200,,1451.857,104
1988,6.2,3000,22000000.0,12638.294,127
1988,5.7,1200,13000000.0,5509.417,97
1988,6.7,2100,,303.624,100
1988,5.4,688,,344.375,81
1988,3.8,4700,,10497.324,105
1988,4.9,309,,,91
1988,5.4,1500,6000000.0,1869.1480000000001,101
1988,5.8,2200,6000000.0,657.446,99
1988,6.3,1700,,1223.326,108
1988,6.6,1900,,1560.7,118
1988,5.7,3800,,9974.446,117
1988,7.3,998,,,95
1988,5.4,1600,,1348.771,97
1988,5.4,613,,747.013,119
1988,6.4,1900,8000000.0,1893.1390000000001,91
1988,5.3,3500,,5301.2,96
1988,4.2,949,13000000.0,259.019,102
1988,5.9,2000,5000000.0,429.028,90
1988,7.4,3900,,771.745,84
1988,5.6,10000,6000000.0,28202.109,95
1988,5.4,3000,,3838.793,82
1988,6.0,5500,20000000.0,11444.204,103
1988,6.5,1500,,,89
1988,6.2,2700,12000000.0,7242.035,102
1988,5.7,3900,3000000.0,343.786,93
1988,7.0,3700,4000000.0,1267.578,124
1988,5.7,1500,14000000.0,4764.606,103
1989,8.2,707000,48000000.0,474171.806,127
1989,6.6,66000,17000000.0,30050.028000000002,114
1989,7.5,346000,35000000.0,411508.343,126
1989,7.0,123000,10000000.0,40508.994,90
1989,7.5,111000,,84431.625,107
1989,8.1,442000,16400000.0,235860.116,128
1989,7.6,244000,40000000.0,211343.479,83
1989,7.5,167000,70000000.0,90000.098,140
1989,7.8,494000,40000000.0,332500.002,108
1989,8.0,94000,6500000.0,37295.445,120
1989,6.4,146000,18000000.0,222724.172,93
1989,6.2,66000,13000000.0,71079.91500000001,97
1989,6.4,51000,,30218.387000000002,97
1989,5.3,56000,,38956.288,112
1989,7.2,52000,1200000.0,24741.667,100
1989,7.6,201000,16000000.0,93232.00600000001,95
1989,7.2,64000,11000000.0,49797.148,107
1989,7.3,50000,15000000.0,96759.512,117
1989,6.6,97000,11500000.0,57470.138,103
1989,7.0,88000,15000000.0,79258.538,100
1989,6.6,187000,37000000.0,215394.738,108
1989,6.4,98000,55000000.0,63408.614,104
1989,7.2,101000,14000000.0,161001.698,145
1989,7.8,126000,18000000.0,26979.166,122
1989,7.0,46000,20000000.0,126297.83,124
1989,7.2,166000,28000000.0,227853.986,114
1989,7.6,164000,27000000.0,73594.64600000001,97
1989,6.9,71000,18000000.0,49101.993,102
1989,7.3,85000,,21515.196,100
1989,6.6,97000,32000000.0,156167.015,133
1989,7.2,7400,,6056.912,108
1989,6.1,21000,30000000.0,60864.87,116
1989,6.4,39000,24000000.0,22099.847,109
1989,7.6,36000,,7724.701,124
1989,6.2,16000,7000000.0,9094.451000000001,103
1989,6.9,50000,18000000.0,46908.987,103
1989,7.1,42000,22500000.0,18671.317,113
1989,6.4,9100,18000000.0,10647.219000000001,108
1989,7.9,70000,,14743.391,103
1989,6.8,50000,26000000.0,160188.546,116
1989,4.6,12000,,11060.485,105
1989,6.1,12000,,793.775,100
1989,6.1,14000,6000000.0,14278.9,100
1989,7.0,27000,5000000.0,6157.157,97
1989,5.9,78000,7500000.0,296999.813,93
1989,5.5,57000,27800000.0,52210.049,107
1989,7.0,26000,,4088.14,101
1989,6.8,38000,13800000.0,27100.027000000002,84
1989,5.1,30000,500000.0,10166.459,86
1989,6.4,29000,31000000.0,74134.79000000001,122
1989,5.8,19000,25000000.0,15704.614,98
1989,6.4,13000,5000000.0,1700.0,97
1989,6.8,38000,10400000.0,7825.009,96
1989,6.5,52000,1500000.0,14697.005000000001,97
1989,6.6,51000,30000000.0,134212.055,125
1989,5.8,9600,18000000.0,8508.843,105
1989,7.4,102000,7500000.0,145793.296,99
1989,7.3,34000,2500000.0,4729.352,101
1989,5.1,42000,6000000.0,22168.359,89
1989,5.8,6500,,5552.441,114
1989,5.1,36000,5000000.0,11642.254,96
1989,5.4,11000,8000000.0,8143.225,99
1989,6.8,39000,19000000.0,110879.513,113
1989,6.1,4200,9000000.0,19674.852,101
1989,6.0,32000,17000000.0,78247.647,101
1989,7.4,19000,10000000.0,31906.454,108
1989,7.5,29000,9000000.0,10161.099,137
1989,5.4,4100,,12065.892,90
1989,4.6,35000,5000000.0,14343.976,100
1989,6.1,8600,,27.843,90
1989,7.0,13000,33000000.0,1132.112,137
1989,6.5,4800,7000000.0,8800.0,106
1989,6.9,22000,13000000.0,18428.904,114
1989,5.5,15000,5000000.0,16554.699,109
1989,5.8,9700,12000000.0,15942.628,108
1989,5.1,22000,,38903.179000000004,105
1989,5.6,17000,,15351.421,99
1989,7.6,26000,2800000.0,1544.973,110
1989,6.0,3600,22000000.0,19131.246,120
1989,6.2,1400,11987578.0,444.055,113
1989,6.3,7400,10000000.0,2777.28,105
1989,6.1,20000,8000000.0,39450.96,95
1989,5.6,5900,5000000.0,1919.653,107
1989,6.2,13000,,1932.642,107
1989,7.9,56000,19000000.0,18254.702,104
1989,6.5,6300,,20047.604,113
1989,6.8,5300,18000000.0,4973.285,90
1989,6.1,7500,,3960.327,98
1989,6.3,4600,4000000.0,283.694,94
1989,6.9,16000,,6291.444,98
1989,5.8,6100,,5777.099,108
1989,6.5,11000,16000000.0,16278.59,108
1989,6.5,13000,15000000.0,28890.24,113
1989,6.8,5900,,1730.005,102
1989,7.1,7000,35000000.0,1368.0,85
1989,5.5,2900,5000000.0,3416.846,97
1989,6.2,16000,,13741.06,108
1989,6.4,17000,15000000.0,10763.469000000001,124
1989,6.3,4300,13000000.0,22026.369,113
1989,6.4,16000,10000000.0,2692.0370000000003,86
1989,4.7,4400,4000000.0,192.816,88
1989,5.6,6700,,4611.062,97
1989,6.1,22000,20000000.0,10555.348,106
1989,6.1,9200,20000000.0,7237.794,94
1989,5.9,15000,,10982.364,94
1989,6.0,5200,,4557.214,98
1989,6.5,7200,30000000.0,3563.1620000000003,127
1989,4.4,29000,12000000.0,11567.217,84
1989,5.8,6900,,18699.037,94
1989,6.5,6500,,882.29,90
1989,5.4,11000,19000000.0,12143.484,122
1989,6.2,11000,15000000.0,40586.886,96
1989,5.4,6000,10000000.0,1272.977,85
1989,4.4,6000,8000000.0,16093.651,93
1989,5.7,12000,,12195.695,110
1989,4.3,1800,2500000.0,,90
1989,6.3,1900,,259.486,98
1989,5.7,3700,1500000.0,1519.796,93
1989,6.2,2800,,536.508,104
1989,6.2,4800,5000000.0,117.46300000000001,100
1989,6.1,6800,3000000.0,870.532,81
1989,6.3,5600,,2049.7690000000002,102
1989,6.3,4700,19000000.0,27503.037,117
1989,4.5,3200,18000000.0,3077.361,94
1989,6.9,5700,,418.053,90
1989,6.0,1700,,4347.648,95
1989,5.5,703,,294.266,92
1989,7.6,5400,3000000.0,4609.953,96
1989,5.6,2200,,3299.382,75
1989,5.2,677,8000000.0,1097.333,95
1989,6.5,1500,,9114.702,111
1989,7.0,5300,9000000.0,3766.879,106
1989,5.5,3800,,3953.745,93
1989,4.8,2300,,169.203,94
1989,6.8,2300,,408.839,120
1989,7.3,5000,75000.0,,90
1989,6.7,4500,,8742.75,108
1989,5.0,3600,3000000.0,1738.897,95
1989,6.2,4500,,510.712,92
1989,5.1,6200,2300000.0,792.966,102
1989,6.1,3500,14500000.0,8125.592000000001,102
1989,7.4,7200,,6263.883,124
1989,6.1,3600,8500000.0,11604.598,109
1989,7.2,11000,,,103
1989,5.4,3300,16000000.0,9015.164,106
1989,6.9,716,11500000.0,2260.616,98
1989,6.8,3500,,938.562,97
1989,5.3,1000,,4299.023,107
1989,6.0,2000,,1852.655,102
1989,6.1,1900,,201.46800000000002,95
1989,3.7,790,,1089.0,112
1989,6.0,881,,1247.946,116
1989,7.5,6800,,1601.612,120
1989,4.8,490,,2043.8890000000001,98
1989,5.5,1700,3000000.0,76.325,90
1989,6.3,2200,,7723.506,98
1989,5.7,917,,463.97200000000004,124
1989,5.0,201,5000000.0,,95
1989,7.1,1500,,,104
1989,6.0,1200,,2156.471,103
1989,4.8,1600,,858.591,88
1989,6.3,2700,20000000.0,2420.917,117
1989,5.8,849,,4795.009,119
1989,6.0,2900,,,89
1989,6.0,1500,14000000.0,5932.613,95
1989,5.9,2700,18000000.0,3531.971,120
1989,6.2,1300,,2023.2820000000002,110
1989,6.6,2100,9500000.0,7754.571,119
1989,3.6,5000,,902.152,89
1989,5.1,1600,17000000.0,3560.9320000000002,99
1989,5.8,1600,,3690.328,103
1989,5.2,1300,,,85
1989,4.8,1000,16000000.0,67.878,93
1989,5.8,2100,10000000.0,1642.239,86
1989,4.5,274,,,92
1989,5.8,1800,34000000.0,3574.256,119
1989,5.9,1400,4000000.0,6985.999,92
1989,6.0,943,5000000.0,8153.677000000001,83
1989,7.6,6100,,1417.03,81
1989,6.4,4800,,18587.135000000002,103
1989,6.8,2600,,1776.44,91
1989,6.4,659,,960.385,102
1989,4.8,1200,10000000.0,3169.719,100
1989,5.4,1200,,1869.4170000000001,94
1989,5.5,1200,4000000.0,43.671,93
1989,4.4,4300,,363.56100000000004,102
1989,4.3,1100,,,107
1989,6.2,761,,4348.025,91
1989,4.5,653,,,92
1989,3.1,666,,129.778,89
1989,4.9,710,,337.812,95
1989,7.2,2100,,1316.4950000000001,102
1989,6.9,1700,,,95
1989,5.8,877,,574.08,94
1989,6.0,696,,1354.268,104
1989,4.4,1300,,5368.865,83
1989,5.6,776,,216.373,92
1989,5.0,694,9000000.0,3473.905,93
1989,6.1,1400,6000000.0,1877.618,94
1989,5.5,353,,862.551,90
1990,8.7,1100000,25000000.0,46963.277,146
1990,7.6,370000,54000000.0,136861.392,162
1990,7.5,310000,65000000.0,261317.921,113
1990,7.0,299000,14000000.0,463406.268,119
1990,7.6,501000,18000000.0,476684.675,103
1990,7.1,203000,22000000.0,505703.55700000003,127
1990,8.0,247000,22000000.0,424208.848,181
1990,7.1,126000,11000000.0,16667.084,96
1990,7.1,344000,70000000.0,240031.274,124
1990,7.8,191000,20000000.0,61276.872,107
1990,6.2,140000,15000000.0,201957.688,111
1990,5.6,22000,47000000.0,15691.192000000001,125
1990,6.8,88000,13500000.0,201965.915,93
1990,7.9,456000,20000000.0,86024.005,105
1990,7.6,186000,30000000.0,200512.643,135
1990,6.1,59000,47000000.0,162738.726,105
1990,7.8,130000,31000000.0,52096.475,121
1990,6.0,9100,,4960.385,108
1990,7.2,86000,9500000.0,14561.425000000001,125
1990,6.3,151000,35000000.0,57120.318,108
1990,5.8,83000,25000000.0,45681.173,117
1990,6.9,46000,,10360.553,91
1990,7.5,101000,25000000.0,26118.851,113
1990,7.4,416000,40000000.0,245077.583,118
1990,6.4,60000,14000000.0,48878.502,96
1990,6.4,11000,13000000.0,1293.976,130
1990,6.5,57000,11000000.0,8266.343,85
1990,6.9,39000,22000000.0,221303.188,127
1990,6.4,65000,22000000.0,53208.18,109
1990,6.1,81000,60000000.0,157920.733,107
1990,7.0,34000,5300000.0,2554.476,103
1990,6.4,95000,50000000.0,41482.207,106
1990,5.3,130000,42000000.0,119946.35800000001,104
1990,6.5,32000,20000000.0,44143.41,104
1990,7.7,128000,14000000.0,5080.409000000001,115
1990,6.2,17000,22000000.0,15645.616,124
1990,6.4,28000,,13985.225,90
1990,7.3,69000,,5017.9710000000005,117
1990,6.7,30000,20000000.0,35419.397,110
1990,5.9,47000,13000000.0,35763.605,84
1990,5.8,35000,25000000.0,39404.261,102
1990,7.1,20000,23000.0,1228.108,97
1990,6.6,82000,26000000.0,61489.265,115
1990,7.5,19000,,3106.052,94
1990,6.4,27000,,39024.251000000004,110
1990,6.9,21000,20000000.0,21413.105,119
1990,6.5,21000,11000000.0,8862.354,102
1990,6.2,12000,19000000.0,10005.969000000001,137
1990,6.2,34000,6000000.0,24271.196,108
1990,6.5,18000,15000000.0,27734.391,115
1990,5.5,23000,,71609.321,104
1990,5.4,29000,10000000.0,72270.891,81
1990,6.9,26000,,13446.769,110
1990,6.3,19000,,23591.472,97
1990,6.9,40000,30000000.0,27931.461,77
1990,6.5,14000,2500000.0,26385.627,100
1990,5.9,40000,38000000.0,153518.97400000002,93
1990,6.9,40000,4200000.0,5835.247,92
1990,6.4,19000,18000000.0,44926.706,102
1990,6.7,16000,22000000.0,39071.603,101
1990,6.3,13000,,23472.449,136
1990,5.8,28000,10000000.0,47410.827,96
1990,7.2,27000,,11541.758,102
1990,6.7,22000,,20710.451,135
1990,5.2,25000,36000000.0,17373.527000000002,89
1990,6.0,23000,,16247.964,98
1990,5.1,15000,2000000.0,5765.562,85
1990,7.2,15000,,15445.131000000001,111
1990,6.2,9400,2500000.0,205.068,85
1990,7.2,21000,18000000.0,1911.5420000000001,134
1990,6.0,42000,20000000.0,138697.01200000002,110
1990,6.9,27000,23000000.0,27441.977,107
1990,6.4,17000,20000000.0,21413.502,104
1990,6.0,21000,12000000.0,57968.936,93
1990,4.6,2500,350000.0,1242.9950000000001,87
1990,7.8,25000,12000000.0,2970.161,119
1990,5.8,27000,35000000.0,33461.269,113
1990,6.4,14000,,16186.793,97
1990,5.9,7000,5200000.0,2459.895,99
1990,5.7,18000,4000000.0,16853.487,89
1990,6.5,7700,,17487.531,103
1990,8.3,17000,,,98
1990,6.8,20000,15000000.0,15260.154,89
1990,6.0,13000,1500000.0,5728.953,94
1990,6.4,12000,20000000.0,15379.253,110
1990,6.5,19000,12000000.0,21460.601,102
1990,5.7,13000,,8217.997,102
1990,6.6,7900,,2060.847,115
1990,5.6,16000,20000000.0,25069.101,113
1990,4.9,10000,10500000.0,11582.891,89
1990,6.8,12000,25000000.0,2075.084,138
1990,6.1,11000,7000000.0,4348.368,91
1990,6.3,5000,,1244.381,107
1990,6.6,12000,10000000.0,16153.593,130
1990,5.9,5000,,3989.297,95
1990,6.3,7700,7000000.0,12626.043,99
1990,4.7,45000,,47789.074,81
1990,7.4,21000,,739.104,117
1990,6.3,16000,3500000.0,16324.573,93
1990,5.9,26000,10000000.0,21633.874,120
1990,6.2,23000,12500000.0,29888.235,107
1990,7.4,10000,230000.0,2960.492,98
1990,7.6,15000,,5575.738,112
1990,7.5,23000,,5822.041,137
1990,5.6,4200,25000000.0,6939.946,95
1990,5.1,1100,19000000.0,1372.3500000000001,97
1990,7.2,7600,,1554.742,106
1990,6.1,7400,40000000.0,9645.44,144
1990,6.9,26000,,18115.724000000002,74
1990,6.1,15000,21800000.0,22997.992000000002,123
1990,7.5,9500,,1516.414,103
1990,5.6,4900,,20305.841,82
1990,6.6,11000,24000000.0,2319.1240000000003,112
1990,7.2,5900,20000000.0,15779.578,128
1990,6.6,8400,,10873.237000000001,97
1990,5.7,14000,,27627.31,97
1990,6.5,8100,,20005.435,108
1990,6.0,2500,,2268.181,123
1990,5.4,5300,,17037.887,92
1990,4.8,8300,,1382.462,80
1990,4.8,6000,22000000.0,14760.451000000001,85
1990,6.4,8000,,9888.167,97
1990,7.4,5800,,1494.3990000000001,107
1990,6.6,3300,,2678.414,114
1990,6.6,14000,12000000.0,7331.647,106
1990,5.5,1900,6000000.0,,100
1990,5.7,3800,10000000.0,22424.195,98
1990,4.9,6900,,6698.361,111
1990,5.4,7200,18000000.0,2742.9120000000003,105
1990,7.7,7800,,1986.433,95
1990,6.5,5300,4000000.0,2070.871,97
1990,6.0,4100,2000000.0,1627.955,85
1990,7.3,9200,,1217.084,82
1990,5.4,9000,9000000.0,25029.569,81
1990,5.5,3000,,,90
1990,5.6,945,,1494.969,82
1990,7.3,3500,,4873.62,97
1990,7.2,3500,19000000.0,4011.793,136
1990,6.1,6400,9000000.0,349.618,120
1990,6.6,2800,,7698.01,126
1990,7.4,9400,700000.0,357.40000000000003,107
1990,6.0,4200,,13236.513,90
1990,6.7,4500,12000000.0,3417.056,88
1990,5.8,2600,6700000.0,1171.762,101
1990,5.5,3600,11500000.0,334.748,85
1990,6.0,7700,,10959.015,89
1990,6.6,5600,,11207.891,132
1990,7.5,6900,,1055.9950000000001,158
1990,6.4,7300,23000000.0,5820.015,104
1990,6.2,5100,,6488.1140000000005,108
1990,6.7,2400,,6070.725,115
1990,5.2,3400,,8533.973,91
1990,4.4,7500,,25421.633,83
1990,6.2,1100,,1382.259,82
1990,6.9,3700,,1232.21,108
1990,7.7,3700,,1745.47,118
1990,5.3,3300,3000000.0,15369.573,100
1990,5.5,2200,5000000.0,485.772,90
1990,5.6,3500,,19740.07,94
1990,4.7,1400,,2218.579,95
1990,5.6,3300,,4134.992,100
1990,7.6,6200,,1730.856,105
1990,6.9,3700,,2231.274,138
1990,5.7,712,,1510.053,85
1990,6.2,2400,,20240.128,109
1990,3.9,1500,,1823.154,97
1990,4.9,4500,15000000.0,5585.154,94
1990,7.2,4000,,20.554000000000002,108
1990,7.2,2200,,1161.135,102
1990,6.0,1500,15000000.0,1106.4750000000001,107
1990,5.7,1200,,1436.308,97
1990,6.8,6300,,,96
1990,5.7,1800,10000000.0,2346.15,96
1990,6.4,2200,,4010.647,97
1990,4.0,4600,,358.047,99
1990,4.8,2000,6500000.0,2032.973,93
1990,6.7,2600,17500000.0,947.306,138
1990,6.4,840,,5.006,92
1990,3.5,979,,4263.112,104
1990,5.7,1200,,,90
1990,7.3,2900,,1576.702,107
1990,5.8,1200,12000000.0,1531.489,106
1990,7.7,995,,,101
1990,6.0,2900,,11359.129,103
1990,4.9,1300,,8141.292,101
1990,4.5,1800,7500000.0,4562.778,90
1990,6.7,2300,,715.9830000000001,99
1990,5.4,2500,16000000.0,17854.933,87
1990,5.4,703,,1224.605,103
1990,4.3,406,,2415.312,84
1990,4.4,694,,1547.867,82
1990,5.6,1400,,1305.887,91
1990,6.2,1700,11000000.0,1794.001,107
1990,5.7,1200,9000000.0,2544.504,109
1990,7.0,930,,,94
1990,7.0,958,42000000.0,,125
1990,5.8,1000,,59.227000000000004,93
1990,7.6,3000,,774.048,112
1990,7.3,2500,,2293.625,92
1990,6.5,1300,,,90
1991,8.5,1000000,102000000.0,520881.15400000004,137
1991,7.3,166000,24000000.0,83531.958,122
1991,8.6,1300000,19000000.0,272742.922,118
1991,6.8,240000,70000000.0,300854.82300000003,142
1991,7.8,130000,6500000.0,57529.07,112
1991,7.3,180000,35000000.0,182291.969,128
1991,5.9,12000,,11336.986,83
1991,6.9,140000,30000000.0,191502.426,99
1991,7.5,142000,16500000.0,45456.285,130
1991,7.6,118000,2000000.0,33616.692,106
1991,6.9,182000,48000000.0,390493.908,143
1991,7.2,86000,38000000.0,34416.893000000004,140
1991,8.0,424000,25000000.0,424967.62,84
1991,7.7,69000,11000000.0,119418.501,130
1991,8.0,146000,40000000.0,205405.498,189
1991,6.5,55000,35000000.0,46704.056000000004,108
1991,6.9,75000,17000000.0,59489.799,102
1991,6.7,74000,40000000.0,152368.585,137
1991,6.3,72000,20000000.0,38039.85,93
1991,6.5,71000,,89325.78,105
1991,6.8,51000,27000000.0,179033.791,113
1991,6.3,29000,,25196.249,102
1991,7.5,81000,24000000.0,41895.491,137
1991,5.6,2200,,,99
1991,6.3,52000,19000000.0,174999.005,99
1991,7.6,7500,,403.056,238
1991,5.2,19000,11000000.0,2807.8540000000003,102
1991,7.0,95000,43000000.0,59509.925,105
1991,7.2,72000,30000000.0,96888.996,110
1991,7.0,53000,2500000.0,6401.336,104
1991,5.9,27000,6788000.0,13878.411,103
1991,6.8,102000,26000000.0,181096.164,84
1991,5.8,54000,65000000.0,17218.08,100
1991,6.7,17000,30000000.0,74787.599,132
1991,7.7,116000,9000000.0,6153.939,116
1991,5.1,23000,40000000.0,8479.793,94
1991,7.0,65000,35000000.0,63707.829,99
1991,7.0,48000,16000000.0,2641.357,115
1991,6.0,53000,25000000.0,78656.813,88
1991,6.9,108000,23000000.0,86930.41100000001,85
1991,5.6,39000,15000000.0,30102.717,110
1991,7.6,34000,12000000.0,14919.57,118
1991,7.3,16000,,2853.801,99
1991,7.8,44000,,2175.939,98
1991,6.7,33000,8000000.0,47624.353,97
1991,6.6,20000,10000000.0,15073.942000000001,111
1991,6.4,32000,6000000.0,31347.154000000002,102
1991,6.7,30000,25000000.0,43001.5,108
1991,6.8,27000,30000000.0,49114.016,136
1991,6.2,34000,20000000.0,54830.779,104
1991,7.6,82000,,1794.1870000000001,99
1991,7.7,57000,3500000.0,2023.808,129
1991,5.1,37000,13000000.0,20560.255,90
1991,4.9,43000,11000000.0,34872.033,89
1991,6.5,30000,35000000.0,23562.716,109
1991,7.6,13000,28000000.0,29.679000000000002,125
1991,4.2,44000,30000000.0,15556.34,91
1991,6.0,7300,17000000.0,9151.887,92
1991,7.2,5000,,7294.835,88
1991,6.1,17000,8000000.0,2275.5570000000002,79
1991,6.6,17000,14000000.0,43882.682,132
1991,6.1,19000,23000000.0,7434.726000000001,98
1991,6.4,13000,,14789.113000000001,116
1991,7.2,18000,,16371.128,112
1991,5.8,6600,35000000.0,14587.732,115
1991,4.9,21000,15000000.0,32704.7,90
1991,6.4,19000,24000000.0,65595.485,111
1991,6.2,17000,,21756.163,102
1991,6.7,30000,,28862.081000000002,95
1991,6.8,8200,17000000.0,7241.35,120
1991,6.9,27000,15000000.0,38016.38,107
1991,6.1,22000,14000000.0,39673.161,91
1991,7.6,29000,,545.825,118
1991,7.0,8600,7000000.0,191.125,127
1991,6.5,24000,,40766.041,75
1991,5.9,9800,13000000.0,4102.526,92
1991,6.7,30000,29000000.0,22773.535,118
1991,6.9,15000,,40991.329,134
1991,6.3,3100,,135.893,108
1991,7.0,6500,,2971.661,102
1991,6.6,15000,25000000.0,36489.888,97
1991,5.9,21000,25000000.0,33691.313,101
1991,6.3,5000,,1277.404,100
1991,4.4,5800,13000000.0,3752.428,95
1991,6.1,8800,18000000.0,11657.385,77
1991,6.2,11000,13500000.0,26255.594,108
1991,2.9,9100,6000000.0,1193.0620000000001,91
1991,4.0,1500,,573.904,111
1991,5.8,9100,14000000.0,15545.943000000001,103
1991,6.7,20000,14000000.0,34793.16,107
1991,6.8,9500,23000000.0,829.625,158
1991,6.4,10000,,25092.802,104
1991,6.5,12000,17000000.0,4603.929,107
1991,6.5,8900,22000000.0,11511.031,98
1991,8.1,30000,,2603.061,125
1991,4.5,9600,,6948.859,90
1991,5.8,4200,,4205.0,91
1991,6.0,8600,23000000.0,20246.79,104
1991,7.3,19000,,10405.394,80
1991,5.8,6600,,7788.597,88
1991,5.4,6800,,9689.816,107
1991,6.1,15000,18000000.0,82264.675,111
1991,7.4,8700,,394.63100000000003,94
1991,5.6,3500,,1008.404,85
1991,7.0,1600,,4313.473,104
1991,6.2,8200,,25682.09,103
1991,5.9,8000,18000000.0,5546.827,96
1991,7.2,5800,,2415.396,99
1991,6.0,4400,2000000.0,,97
1991,7.1,14000,,1710.057,112
1991,6.6,14000,10000000.0,25010.896,99
1991,6.7,16000,14000000.0,2735.731,85
1991,5.6,4700,1400000.0,115.10300000000001,87
1991,7.1,6600,,8211.952,101
1991,5.9,11000,48000000.0,15565.363000000001,106
1991,7.6,20000,,1015.0070000000001,112
1991,7.0,5200,,38120.905,122
1991,6.9,9600,11000000.0,1059.071,98
1991,5.8,3800,500000.0,90.09100000000001,97
1991,6.0,2700,10000000.0,6166.819,97
1991,5.8,11000,,14143.28,91
1991,7.6,3900,,8750.4,121
1991,6.7,4800,,7308.786,118
1991,5.8,5300,26000000.0,12454.768,115
1991,5.6,6100,,9804.775,115
1991,6.4,4100,250000.0,787.28,85
1991,5.3,15000,23000000.0,52487.045,97
1991,7.4,6200,,13200.17,95
1991,7.5,14000,,4532.791,96
1991,5.3,6100,5000000.0,19438.638,94
1991,6.2,6700,,28738.096,104
1991,6.0,3800,10000000.0,14061.361,83
1991,6.4,7000,,28277.918,110
1991,6.5,3800,6000000.0,221.29500000000002,99
1991,6.8,2500,,706.131,87
1991,6.8,2600,10000000.0,2105.078,82
1991,6.6,4700,7500000.0,6266.621,112
1991,6.5,1800,,271.327,96
1991,6.2,6500,,3106.559,104
1991,6.9,6100,,1750.301,124
1991,5.8,6700,17010000.0,24941.969,96
1991,5.9,9000,16400000.0,21082.165,108
1991,6.7,3300,,396.57300000000004,102
1991,5.7,8400,8000000.0,18784.957000000002,103
1991,5.4,3700,17000000.0,2865.916,98
1991,6.4,5300,40000000.0,23202.444,138
1991,4.1,3000,6000000.0,869.325,107
1991,4.8,1700,,456.127,102
1991,4.9,2100,13000000.0,5451.119,99
1991,5.9,2000,8000000.0,10438.504,115
1991,7.2,6400,,516.431,98
1991,4.5,5400,,1250.712,90
1991,5.0,4800,,11128.309000000001,89
1991,5.6,5400,22000000.0,11000.863,95
1991,7.2,6300,,524.668,86
1991,6.8,3100,36000000.0,1345.903,189
1991,6.3,5000,20000000.0,418.807,111
