ID,Gender,Age,Region_Code,Occupation,Channel_Code,Vintage,Credit_Product,Avg_Account_Balance,Is_Active,Is_Lead,CreditProduct_No,CreditProduct_Yes,IsActive_No,IsActive_Yes
5DVD8QVC,Male,45,RG254,Other,X4,13.0,Yes,409266,No,0,0.0,1.0,1.0,0.0
MVNNT3TN,Male,55,RG268,Other,X2,104.0,No,1885509,Yes,0,1.0,0.0,0.0,1.0
EMGTT4CM,Female,28,RG273,Other,X1,27.0,No,3449426,No,0,1.0,0.0,1.0,0.0
DZYAUAHU,Female,29,RG282,Salaried,X1,26.0,No,745161,No,0,1.0,0.0,1.0,0.0
N6P8WEHE,Female,58,RG268,Self_Employed,X3,115.0,Yes,2111044,Yes,1,0.0,1.0,0.0,1.0
HTTPYGVE,Female,28,RG281,Salaried,X3,21.0,Yes,1274426,No,0,0.0,1.0,1.0,0.0
DCGY3J5E,Female,35,RG284,Self_Employed,X2,27.0,No,2188527,No,0,1.0,0.0,1.0,0.0
OTUBXGVP,Female,36,RG280,Self_Employed,X1,25.0,No,548346,No,0,1.0,0.0,1.0,0.0
RCSLEIYN,Male,32,RG277,Self_Employed,X2,15.0,No,2030446,No,0,1.0,0.0,1.0,0.0
7HEGNIPW,Female,42,RG283,Self_Employed,X3,55.0,No,1011493,Yes,0,1.0,0.0,0.0,1.0
HWSTNKCM,Female,43,RG283,Self_Employed,X3,32.0,No,984989,No,1,1.0,0.0,1.0,0.0
KZQHHIXX,Female,30,RG255,Salaried,X1,31.0,Yes,856304,No,0,0.0,1.0,1.0,0.0
I2J4QW4F,Male,74,RG281,Other,X2,81.0,No,838940,No,1,1.0,0.0,1.0,0.0
AQRKEOYZ,Male,54,RG254,Self_Employed,X3,121.0,No,3646543,No,0,1.0,0.0,1.0,0.0
MU4WXWPT,Female,52,RG280,Other,X3,68.0,Yes,961965,Yes,1,0.0,1.0,0.0,1.0
MANIZZIW,Male,47,RG272,Other,X3,51.0,No,605689,No,0,1.0,0.0,1.0,0.0
6WXXQGEM,Female,40,RG283,Other,X3,39.0,Yes,482157,Yes,1,0.0,1.0,0.0,1.0
SKPVTPFT,Male,53,RG269,Other,X3,93.0,No,1597167,Yes,1,1.0,0.0,0.0,1.0
AHM3QAXH,Female,29,RG277,Other,X1,26.0,No,667286,No,0,1.0,0.0,1.0,0.0
GE5KOEPC,Male,27,RG258,Other,X1,13.0,No,544350,No,0,1.0,0.0,1.0,0.0
GT9EH8JO,Male,45,RG268,Self_Employed,X4,14.0,No,876979,Yes,0,1.0,0.0,0.0,1.0
NFNAFDXC,Male,50,RG283,Self_Employed,X3,105.0,Yes,1596072,Yes,0,0.0,1.0,0.0,1.0
XTGR2FTW,Male,60,RG250,Self_Employed,X2,25.0,Yes,514562,No,0,0.0,1.0,1.0,0.0
WTVAMCCF,Female,63,RG261,Other,X2,13.0,No,1035515,No,0,1.0,0.0,1.0,0.0
FCFDJ4FW,Male,68,RG268,Other,X2,105.0,No,1346053,No,0,1.0,0.0,1.0,0.0
CEQRDY3D,Female,56,RG254,Self_Employed,X3,49.0,No,1516924,No,0,1.0,0.0,1.0,0.0
HYJ2A8BH,Male,30,RG272,Salaried,X1,31.0,No,412817,No,0,1.0,0.0,1.0,0.0
PGCPGZGZ,Female,57,RG268,Self_Employed,X2,63.0,No,1073393,No,1,1.0,0.0,1.0,0.0
CROZP3YP,Male,49,RG258,Self_Employed,X3,68.0,No,537382,No,1,1.0,0.0,1.0,0.0
6DSFOU9H,Male,84,RG283,Other,X3,67.0,Yes,768782,No,1,0.0,1.0,1.0,0.0
OJI36PXH,Male,31,RG257,Other,X1,25.0,No,854756,No,0,1.0,0.0,1.0,0.0
D95NAL7S,Female,63,RG283,Other,X3,45.0,No,1317280,Yes,0,1.0,0.0,0.0,1.0
YXWFQ3XE,Female,53,RG280,Self_Employed,X3,21.0,No,732033,Yes,0,1.0,0.0,0.0,1.0
AX23TZUB,Female,34,RG270,Salaried,X1,25.0,No,411464,No,0,1.0,0.0,1.0,0.0
JPGRDQG6,Male,47,RG283,Salaried,X3,80.0,No,654666,No,1,1.0,0.0,1.0,0.0
X4N2WHHK,Female,40,RG254,Self_Employed,X3,27.0,No,574877,Yes,0,1.0,0.0,0.0,1.0
Z5UBN2TO,Male,44,RG283,Self_Employed,X3,93.0,No,1477044,No,1,1.0,0.0,1.0,0.0
QZPWQW2S,Female,43,RG284,Self_Employed,X3,117.0,No,566048,Yes,1,1.0,0.0,0.0,1.0
AXR3KKOB,Male,80,RG284,Other,X3,81.0,No,683929,No,1,1.0,0.0,1.0,0.0
G7ETGUSB,Male,45,RG268,Entrepreneur,X3,98.0,No,981732,Yes,1,1.0,0.0,0.0,1.0
NOFNYBZB,Male,70,RG254,Other,X3,104.0,No,641921,No,0,1.0,0.0,1.0,0.0
R9RVHDQE,Female,34,RG264,Salaried,X1,33.0,No,776053,No,0,1.0,0.0,1.0,0.0
CVVQKZJ7,Male,46,RG269,Self_Employed,X1,25.0,No,781304,No,0,1.0,0.0,1.0,0.0
7BEM37UF,Male,39,RG272,Self_Employed,X2,26.0,No,729897,Yes,0,1.0,0.0,0.0,1.0
FX39MP4Z,Female,30,RG283,Other,X1,27.0,No,1659431,No,0,1.0,0.0,1.0,0.0
9MNPK6YR,Female,34,RG283,Salaried,X1,32.0,No,2465593,No,0,1.0,0.0,1.0,0.0
CMK8J4GM,Male,59,RG283,Other,X2,104.0,Yes,928047,No,1,0.0,1.0,1.0,0.0
UFMQRJ4M,Female,31,RG283,Other,X1,19.0,No,1495805,Yes,0,1.0,0.0,0.0,1.0
B2YYN5S8,Male,27,RG252,Salaried,X1,20.0,No,997458,No,0,1.0,0.0,1.0,0.0
6WFSERTV,Female,45,RG283,Self_Employed,X3,38.0,No,1419710,No,0,1.0,0.0,1.0,0.0
2RFEU2WQ,Male,25,RG261,Self_Employed,X1,14.0,No,1003430,No,0,1.0,0.0,1.0,0.0
ICJLRRPJ,Male,46,RG276,Other,X3,121.0,Yes,695339,Yes,1,0.0,1.0,0.0,1.0
W7COBDCR,Male,38,RG268,Self_Employed,X2,26.0,No,5857499,Yes,1,1.0,0.0,0.0,1.0
ZNAW5HPH,Female,27,RG273,Salaried,X1,14.0,No,341911,No,0,1.0,0.0,1.0,0.0
7SHG7DCX,Female,38,RG263,Other,X4,13.0,Yes,779462,No,1,0.0,1.0,1.0,0.0
RR7CJAUR,Female,82,RG283,Other,X2,86.0,Yes,736305,No,0,0.0,1.0,1.0,0.0
N7EVFJXE,Female,64,RG261,Other,X2,73.0,No,5182372,No,1,1.0,0.0,1.0,0.0
GACZ5FCX,Male,54,RG282,Other,X2,67.0,No,490621,Yes,1,1.0,0.0,0.0,1.0
6QNEW9HS,Male,55,RG254,Self_Employed,X2,44.0,No,1214707,No,0,1.0,0.0,1.0,0.0
J6OWTYWG,Female,41,RG259,Self_Employed,X2,75.0,No,534818,Yes,0,1.0,0.0,0.0,1.0
6BNVTCXU,Female,28,RG254,Salaried,X1,26.0,No,551613,No,0,1.0,0.0,1.0,0.0
KFEYNDWV,Male,26,RG283,Self_Employed,X1,14.0,Yes,1460872,No,0,0.0,1.0,1.0,0.0
USZDJQPH,Male,78,RG284,Other,X2,93.0,Yes,1988811,Yes,0,0.0,1.0,0.0,1.0
ZUODQN8C,Male,81,RG283,Other,X3,74.0,No,1207543,Yes,0,1.0,0.0,0.0,1.0
7GJ4GIPX,Male,34,RG277,Salaried,X1,14.0,No,321281,No,0,1.0,0.0,1.0,0.0
3MR5GQZ5,Male,44,RG261,Other,X3,21.0,No,1127523,Yes,1,1.0,0.0,0.0,1.0
DAXNDPQD,Female,29,RG268,Self_Employed,X1,21.0,No,1783061,Yes,0,1.0,0.0,0.0,1.0
2NKYTNBT,Male,25,RG280,Salaried,X1,20.0,No,673044,No,0,1.0,0.0,1.0,0.0
MHEKMPFE,Female,56,RG268,Salaried,X3,69.0,No,1003697,Yes,1,1.0,0.0,0.0,1.0
H9PNUHWJ,Male,32,RG268,Self_Employed,X1,21.0,No,1199951,Yes,0,1.0,0.0,0.0,1.0
CMKNJOBJ,Male,31,RG268,Salaried,X1,21.0,No,3969266,Yes,0,1.0,0.0,0.0,1.0
KSPE3XI4,Male,30,RG277,Salaried,X1,33.0,Yes,1822586,No,1,0.0,1.0,1.0,0.0
DMZDJIQC,Male,61,RG251,Self_Employed,X3,45.0,Yes,2195042,Yes,0,0.0,1.0,0.0,1.0
YJOYR4CV,Male,38,RG256,Other,X1,20.0,No,742616,No,0,1.0,0.0,1.0,0.0
EHXITTSJ,Male,52,RG283,Self_Employed,X2,50.0,No,969423,No,0,1.0,0.0,1.0,0.0
MV4JQVYA,Female,27,RG250,Salaried,X1,14.0,No,676925,No,0,1.0,0.0,1.0,0.0
F2DJFEQ9,Male,47,RG252,Self_Employed,X1,51.0,Yes,520463,Yes,0,0.0,1.0,0.0,1.0
JTWDSGMR,Male,55,RG268,Self_Employed,X3,87.0,Yes,636216,Yes,1,0.0,1.0,0.0,1.0
CCDRKEMR,Male,46,RG272,Other,X3,43.0,No,1053528,Yes,1,1.0,0.0,0.0,1.0
GTMCRBUY,Female,52,RG268,Self_Employed,X4,13.0,Yes,1611273,No,0,0.0,1.0,1.0,0.0
VXSH4V6X,Female,27,RG268,Salaried,X1,33.0,No,1465607,No,0,1.0,0.0,1.0,0.0
A7WV4QZZ,Male,29,RG258,Salaried,X1,21.0,No,925938,No,0,1.0,0.0,1.0,0.0
GZLDYWHL,Female,28,RG258,Salaried,X1,27.0,No,947689,No,0,1.0,0.0,1.0,0.0
HKUTQ98D,Female,54,RG268,Self_Employed,X3,26.0,Yes,912997,No,0,0.0,1.0,1.0,0.0
HX6DDXRH,Male,58,RG280,Self_Employed,X3,86.0,No,467614,No,1,1.0,0.0,1.0,0.0
GW7HDED2,Male,32,RG272,Salaried,X1,31.0,No,1108165,No,0,1.0,0.0,1.0,0.0
GEWVNKOE,Male,65,RG254,Other,X3,116.0,Yes,1717068,No,1,0.0,1.0,1.0,0.0
KZR4P784,Male,32,RG251,Salaried,X1,19.0,No,326986,No,0,1.0,0.0,1.0,0.0
6WT2AZMJ,Female,54,RG283,Self_Employed,X3,61.0,No,1026810,Yes,0,1.0,0.0,0.0,1.0
PDXTBIKJ,Female,29,RG284,Salaried,X1,13.0,No,741957,Yes,0,1.0,0.0,0.0,1.0
XCPE8QMW,Male,42,RG283,Self_Employed,X1,81.0,No,1720806,Yes,1,1.0,0.0,0.0,1.0
TR5HAZ7V,Female,26,RG268,Salaried,X1,15.0,No,5273143,No,0,1.0,0.0,1.0,0.0
JKT4GZXM,Male,44,RG280,Self_Employed,X2,26.0,No,789990,Yes,1,1.0,0.0,0.0,1.0
JCKSGKYB,Male,31,RG262,Salaried,X1,32.0,No,895126,No,0,1.0,0.0,1.0,0.0
RVB295BX,Female,33,RG254,Salaried,X1,25.0,No,1334439,Yes,0,1.0,0.0,0.0,1.0
BGBFLQQW,Male,43,RG268,Other,X2,31.0,Yes,856900,No,0,0.0,1.0,1.0,0.0
5HWWK2Q6,Male,29,RG270,Salaried,X1,20.0,Yes,743541,No,0,0.0,1.0,1.0,0.0
9MNMBDBK,Male,27,RG279,Salaried,X1,14.0,No,1503726,No,0,1.0,0.0,1.0,0.0
E5SCQNRQ,Male,28,RG254,Other,X1,26.0,No,1159999,Yes,0,1.0,0.0,0.0,1.0
FSDQCZMT,Male,28,RG280,Salaried,X1,25.0,No,1236156,No,0,1.0,0.0,1.0,0.0
QPFBQGGE,Male,30,RG275,Other,X1,19.0,No,688379,No,0,1.0,0.0,1.0,0.0
PEUSECOP,Female,57,RG272,Self_Employed,X2,26.0,No,974647,Yes,0,1.0,0.0,0.0,1.0
SMEQQS9Z,Male,27,RG270,Salaried,X1,15.0,No,225721,Yes,0,1.0,0.0,0.0,1.0
SVYAHVAZ,Male,67,RG253,Other,X2,56.0,No,1789558,No,0,1.0,0.0,1.0,0.0
L58HVJM2,Female,25,RG252,Salaried,X1,21.0,No,389197,No,0,1.0,0.0,1.0,0.0
6OVWXHHL,Male,65,RG283,Other,X3,74.0,No,1135729,No,0,1.0,0.0,1.0,0.0
BNF35ZZ6,Female,27,RG281,Other,X1,33.0,No,684116,No,0,1.0,0.0,1.0,0.0
9RXGVTCB,Male,29,RG278,Self_Employed,X1,27.0,No,1009108,No,0,1.0,0.0,1.0,0.0
CBPMUCBD,Male,28,RG282,Salaried,X1,19.0,Yes,886119,No,0,0.0,1.0,1.0,0.0
YRH7GNAA,Male,62,RG263,Other,X3,99.0,Yes,655307,No,0,0.0,1.0,1.0,0.0
Q3PR7DQG,Male,54,RG282,Self_Employed,X4,14.0,No,430884,Yes,0,1.0,0.0,0.0,1.0
XJGCJPXY,Male,28,RG251,Salaried,X1,20.0,No,348007,No,0,1.0,0.0,1.0,0.0
VRPAHDRZ,Male,26,RG268,Salaried,X1,13.0,No,1664522,Yes,0,1.0,0.0,0.0,1.0
DAK7UIRF,Male,78,RG268,Other,X1,68.0,No,2308962,Yes,0,1.0,0.0,0.0,1.0
SGKVHXKC,Male,50,RG277,Self_Employed,X3,111.0,No,1696135,Yes,0,1.0,0.0,0.0,1.0
SRB9YMVG,Female,78,RG283,Other,X1,45.0,Yes,2983564,No,0,0.0,1.0,1.0,0.0
